ts,lat,lon,value
Sat Mar 30 2019 20:36:52 GMT+0000 (Coordinated Universal Time),"53.34975063600","6.46293688400",0.11
Sat Mar 30 2019 20:36:50 GMT+0000 (Coordinated Universal Time),"53.34974441200","6.46291946400",0.087
Sat Mar 30 2019 20:36:47 GMT+0000 (Coordinated Universal Time),"53.34973210400","6.46291400400",0.13
Sat Mar 30 2019 20:36:42 GMT+0000 (Coordinated Universal Time),"53.34971884600","6.46292379100",0.033
Sat Mar 30 2019 20:36:40 GMT+0000 (Coordinated Universal Time),"53.34970775400","6.46293544100",0.196
Sat Mar 30 2019 20:36:37 GMT+0000 (Coordinated Universal Time),"53.34969136200","6.46291299100",0.169
Sat Mar 30 2019 20:36:36 GMT+0000 (Coordinated Universal Time),"53.34968190100","6.46289553700",0.278
Sat Mar 30 2019 20:36:34 GMT+0000 (Coordinated Universal Time),"53.34967551100","6.46286791900",0.349
Sat Mar 30 2019 20:36:32 GMT+0000 (Coordinated Universal Time),"53.34966756500","6.46283705200",0.208
Sat Mar 30 2019 20:36:31 GMT+0000 (Coordinated Universal Time),"53.34966401600","6.46281679700",0.145
Sat Mar 30 2019 20:36:30 GMT+0000 (Coordinated Universal Time),"53.34965707700","6.46279773500",0.185
Sat Mar 30 2019 20:36:29 GMT+0000 (Coordinated Universal Time),"53.34964847700","6.46277285100",0.259
Sat Mar 30 2019 20:36:28 GMT+0000 (Coordinated Universal Time),"53.34963893800","6.46275103300",0.039
Sat Mar 30 2019 20:36:26 GMT+0000 (Coordinated Universal Time),"53.34961856300","6.46273397600",0.48
Sat Mar 30 2019 20:36:25 GMT+0000 (Coordinated Universal Time),"53.34960101600","6.46271426600",0.61
Sat Mar 30 2019 20:36:24 GMT+0000 (Coordinated Universal Time),"53.34958297100","6.46269501800",0.313
Sat Mar 30 2019 20:36:22 GMT+0000 (Coordinated Universal Time),"53.34956569200","6.46267555500",0.124
Sat Mar 30 2019 20:36:21 GMT+0000 (Coordinated Universal Time),"53.34955364100","6.46266649900",0.551
Sat Mar 30 2019 20:36:20 GMT+0000 (Coordinated Universal Time),"53.34953448700","6.46266750800",0.203
Sat Mar 30 2019 20:36:19 GMT+0000 (Coordinated Universal Time),"53.34950660500","6.46267453700",0.229
Sat Mar 30 2019 20:36:18 GMT+0000 (Coordinated Universal Time),"53.34946495500","6.46268113200",0.29
Sat Mar 30 2019 20:36:17 GMT+0000 (Coordinated Universal Time),"53.34940042900","6.46268297900",0.059
Sat Mar 30 2019 20:36:16 GMT+0000 (Coordinated Universal Time),"53.34933924400","6.46269020100",0.215
Sat Mar 30 2019 20:36:11 GMT+0000 (Coordinated Universal Time),"53.34966237500","6.46272154500",0.049
Sat Mar 30 2019 20:36:04 GMT+0000 (Coordinated Universal Time),"53.34965381300","6.46273762700",0.008
Sat Mar 30 2019 20:36:00 GMT+0000 (Coordinated Universal Time),"53.34964055700","6.46273019900",0.138
Sat Mar 30 2019 20:35:56 GMT+0000 (Coordinated Universal Time),"53.34962918900","6.46272599000",0.178
Sat Mar 30 2019 20:35:52 GMT+0000 (Coordinated Universal Time),"53.34961707700","6.46272303100",0.042
Sat Mar 30 2019 20:35:47 GMT+0000 (Coordinated Universal Time),"53.34960336500","6.46272785900",0.082
Sat Mar 30 2019 20:35:44 GMT+0000 (Coordinated Universal Time),"53.34959092400","6.46273500900",0.035
Sat Mar 30 2019 20:35:38 GMT+0000 (Coordinated Universal Time),"53.34957929400","6.46273679400",0.067
Sat Mar 30 2019 20:35:31 GMT+0000 (Coordinated Universal Time),"53.34957324400","6.46272004700",0.077
Sat Mar 30 2019 20:35:23 GMT+0000 (Coordinated Universal Time),"53.34956183000","6.46272388300",0.042
Sat Mar 30 2019 20:35:15 GMT+0000 (Coordinated Universal Time),"53.34955550500","6.46274055000",0.316
Sat Mar 30 2019 20:35:08 GMT+0000 (Coordinated Universal Time),"53.34954899500","6.46275686600",0.11
Sat Mar 30 2019 20:35:07 GMT+0000 (Coordinated Universal Time),"53.34952817000","6.46277078400",0.141
Sat Mar 30 2019 20:35:06 GMT+0000 (Coordinated Universal Time),"53.34951777600","6.46281822700",0.435
Sat Mar 30 2019 20:35:00 GMT+0000 (Coordinated Universal Time),"53.34983407300","6.46268310900",0.144
Sat Mar 30 2019 20:34:57 GMT+0000 (Coordinated Universal Time),"53.34984709700","6.46269671500",0.058
Sat Mar 30 2019 20:34:54 GMT+0000 (Coordinated Universal Time),"53.34985723800","6.46270959900",0.123
Sat Mar 30 2019 20:34:50 GMT+0000 (Coordinated Universal Time),"53.34987171500","6.46272560100",0.073
Sat Mar 30 2019 20:34:48 GMT+0000 (Coordinated Universal Time),"53.34988315000","6.46273626200",0.07
Sat Mar 30 2019 20:34:45 GMT+0000 (Coordinated Universal Time),"53.34989442700","6.46274749200",0.133
Sat Mar 30 2019 20:34:39 GMT+0000 (Coordinated Universal Time),"53.34990827600","6.46274530900",0.034
Sat Mar 30 2019 20:34:26 GMT+0000 (Coordinated Universal Time),"53.34990642000","6.46272470500",0.014
Sat Mar 30 2019 20:34:21 GMT+0000 (Coordinated Universal Time),"53.34989909300","6.46270922100",0.084
Sat Mar 30 2019 20:34:15 GMT+0000 (Coordinated Universal Time),"53.34988883300","6.46269470300",0.047
Sat Mar 30 2019 20:34:12 GMT+0000 (Coordinated Universal Time),"53.34987451600","6.46269227100",0.153
Sat Mar 30 2019 20:34:10 GMT+0000 (Coordinated Universal Time),"53.34985651800","6.46269059100",0.153
Sat Mar 30 2019 20:34:08 GMT+0000 (Coordinated Universal Time),"53.34983996300","6.46269104100",0.067
Sat Mar 30 2019 20:34:06 GMT+0000 (Coordinated Universal Time),"53.34982308400","6.46268968500",0.049
Sat Mar 30 2019 20:34:04 GMT+0000 (Coordinated Universal Time),"53.34980713800","6.46268278900",0.128
Sat Mar 30 2019 20:34:00 GMT+0000 (Coordinated Universal Time),"53.34979478800","6.46268135000",0.065
Sat Mar 30 2019 20:33:58 GMT+0000 (Coordinated Universal Time),"53.34978328200","6.46266360100",0.119
Sat Mar 30 2019 20:33:56 GMT+0000 (Coordinated Universal Time),"53.34977544700","6.46262351000",0.088
Sat Mar 30 2019 20:33:55 GMT+0000 (Coordinated Universal Time),"53.34971743700","6.46255739100",0.233
Sat Mar 30 2019 20:33:54 GMT+0000 (Coordinated Universal Time),"53.34952563700","6.46246332400",0.101
Sat Mar 30 2019 20:33:53 GMT+0000 (Coordinated Universal Time),"53.34952106900","6.46267449800",0.032
Sat Mar 30 2019 20:33:49 GMT+0000 (Coordinated Universal Time),"53.34982081400","6.46291796000",0.038
Sat Mar 30 2019 20:33:45 GMT+0000 (Coordinated Universal Time),"53.34980784900","6.46292116200",0.073
Sat Mar 30 2019 20:33:40 GMT+0000 (Coordinated Universal Time),"53.34979756000","6.46293567200",0.08
Sat Mar 30 2019 20:33:36 GMT+0000 (Coordinated Universal Time),"53.34978580600","6.46294244300",0.033
Sat Mar 30 2019 20:33:32 GMT+0000 (Coordinated Universal Time),"53.34977320900","6.46293873600",0.076
Sat Mar 30 2019 20:33:28 GMT+0000 (Coordinated Universal Time),"53.34975169800","6.46294803700",0.207
Sat Mar 30 2019 20:33:27 GMT+0000 (Coordinated Universal Time),"53.34973754100","6.46296201600",0.21
Sat Mar 30 2019 20:33:26 GMT+0000 (Coordinated Universal Time),"53.34972040500","6.46297602000",0.031
Sat Mar 30 2019 20:33:25 GMT+0000 (Coordinated Universal Time),"53.34969511600","6.46299674000",0.073
Sat Mar 30 2019 20:33:24 GMT+0000 (Coordinated Universal Time),"53.34967766000","6.46300901300",0.061
Sat Mar 30 2019 20:33:23 GMT+0000 (Coordinated Universal Time),"53.34965297800","6.46301957000",0.201
Sat Mar 30 2019 20:33:22 GMT+0000 (Coordinated Universal Time),"53.34962401100","6.46302659400",0.292
Sat Mar 30 2019 20:33:21 GMT+0000 (Coordinated Universal Time),"53.34958123200","6.46303672200",0.025
Sat Mar 30 2019 20:33:20 GMT+0000 (Coordinated Universal Time),"53.34956903600","6.46303069300",0.074
Sat Mar 30 2019 20:33:19 GMT+0000 (Coordinated Universal Time),"53.34954319300","6.46300839900",0.253
Sat Mar 30 2019 20:33:18 GMT+0000 (Coordinated Universal Time),"53.34925265700","6.46296261100",0.226
Sat Mar 30 2019 20:33:17 GMT+0000 (Coordinated Universal Time),"53.34844581400","6.46265034500",0.737
Sat Mar 30 2019 20:33:16 GMT+0000 (Coordinated Universal Time),"53.34882486500","6.46313869700",1.121
Sat Mar 30 2019 20:33:13 GMT+0000 (Coordinated Universal Time),"53.34978743800","6.46285298600",0.093
Sat Mar 30 2019 20:33:11 GMT+0000 (Coordinated Universal Time),"53.34979989200","6.46284850300",0.326
Sat Mar 30 2019 20:33:10 GMT+0000 (Coordinated Universal Time),"53.34981706300","6.46284622400",0.22
Sat Mar 30 2019 20:33:08 GMT+0000 (Coordinated Universal Time),"53.34983695000","6.46284837400",0.125
Sat Mar 30 2019 20:33:07 GMT+0000 (Coordinated Universal Time),"53.34984971500","6.46284624400",0.093
Sat Mar 30 2019 20:33:06 GMT+0000 (Coordinated Universal Time),"53.34986337900","6.46284018100",0.204
Sat Mar 30 2019 20:33:05 GMT+0000 (Coordinated Universal Time),"53.34987954800","6.46283743000",0.141
Sat Mar 30 2019 20:33:04 GMT+0000 (Coordinated Universal Time),"53.34989740800","6.46283355200",0.217
Sat Mar 30 2019 20:33:01 GMT+0000 (Coordinated Universal Time),"53.34987784500","6.46282579800",0.358
Sat Mar 30 2019 20:32:59 GMT+0000 (Coordinated Universal Time),"53.34989582200","6.46283434000",0.389
Sat Mar 30 2019 20:32:56 GMT+0000 (Coordinated Universal Time),"53.34991029300","6.46282676100",0.046
Sat Mar 30 2019 20:32:55 GMT+0000 (Coordinated Universal Time),"53.34993481100","6.46281530300",0.33
Sat Mar 30 2019 20:32:53 GMT+0000 (Coordinated Universal Time),"53.34992230200","6.46280106700",0.137
Sat Mar 30 2019 20:32:52 GMT+0000 (Coordinated Universal Time),"53.34990503700","6.46278898900",0.351
Sat Mar 30 2019 20:32:51 GMT+0000 (Coordinated Universal Time),"53.34986062100","6.46274671500",0.459
Sat Mar 30 2019 20:32:50 GMT+0000 (Coordinated Universal Time),"53.34975580900","6.46262937300",0.401
Sat Mar 30 2019 20:32:49 GMT+0000 (Coordinated Universal Time),"53.34965735400","6.46242056800",0.235
Sat Mar 30 2019 20:32:48 GMT+0000 (Coordinated Universal Time),"53.34972582600","6.46259405400",0.532
Sat Mar 30 2019 20:32:47 GMT+0000 (Coordinated Universal Time),"53.34984640900","6.46286748100",0.688
Sat Mar 30 2019 20:32:37 GMT+0000 (Coordinated Universal Time),"53.34979838200","6.46270058600",0.049
Sat Mar 30 2019 20:32:33 GMT+0000 (Coordinated Universal Time),"53.34980030900","6.46272076400",0.097
Sat Mar 30 2019 20:32:28 GMT+0000 (Coordinated Universal Time),"53.34978904400","6.46270019700",0.139
Sat Mar 30 2019 20:32:25 GMT+0000 (Coordinated Universal Time),"53.34977915700","6.46267776900",0.122
Sat Mar 30 2019 20:32:21 GMT+0000 (Coordinated Universal Time),"53.34977810500","6.46265743400",0.032
Sat Mar 30 2019 20:32:18 GMT+0000 (Coordinated Universal Time),"53.34977819100","6.46262476000",0.102
Sat Mar 30 2019 20:32:15 GMT+0000 (Coordinated Universal Time),"53.34979255400","6.46260652300",0.19
Sat Mar 30 2019 20:32:13 GMT+0000 (Coordinated Universal Time),"53.34980634300","6.46258359700",0.103
Sat Mar 30 2019 20:32:12 GMT+0000 (Coordinated Universal Time),"53.34982219300","6.46256605700",0.138
Sat Mar 30 2019 20:32:11 GMT+0000 (Coordinated Universal Time),"53.34983928800","6.46255073600",0.167
Sat Mar 30 2019 20:32:10 GMT+0000 (Coordinated Universal Time),"53.34985246900","6.46252454500",0.041
Sat Mar 30 2019 20:32:09 GMT+0000 (Coordinated Universal Time),"53.34987462400","6.46248372200",0.095
Sat Mar 30 2019 20:32:08 GMT+0000 (Coordinated Universal Time),"53.34991855500","6.46242027100",0.108
Sat Mar 30 2019 20:32:07 GMT+0000 (Coordinated Universal Time),"53.34998382200","6.46229414500",0.097
Sat Mar 30 2019 20:32:06 GMT+0000 (Coordinated Universal Time),"53.35041498600","6.46193972400",0.072
Sat Mar 30 2019 20:32:01 GMT+0000 (Coordinated Universal Time),"53.34983454500","6.46283496200",0.125
Sat Mar 30 2019 20:31:47 GMT+0000 (Coordinated Universal Time),"53.34984116600","6.46281571600",0.115
Sat Mar 30 2019 20:31:42 GMT+0000 (Coordinated Universal Time),"53.34984779200","6.46278519200",0.173
Sat Mar 30 2019 20:31:40 GMT+0000 (Coordinated Universal Time),"53.34985908800","6.46275469800",0.285
Sat Mar 30 2019 20:31:38 GMT+0000 (Coordinated Universal Time),"53.34987211700","6.46271766700",0.111
Sat Mar 30 2019 20:31:37 GMT+0000 (Coordinated Universal Time),"53.34988367300","6.46269038600",0.097
Sat Mar 30 2019 20:31:36 GMT+0000 (Coordinated Universal Time),"53.34989947600","6.46265209600",0.315
Sat Mar 30 2019 20:31:35 GMT+0000 (Coordinated Universal Time),"53.34992116200","6.46260751700",0.089
Sat Mar 30 2019 20:31:34 GMT+0000 (Coordinated Universal Time),"53.34993663100","6.46254361000",0.051
Sat Mar 30 2019 20:31:33 GMT+0000 (Coordinated Universal Time),"53.34994873400","6.46245515000",0.18
Sat Mar 30 2019 20:31:32 GMT+0000 (Coordinated Universal Time),"53.34995717800","6.46232011300",0.166
Sat Mar 30 2019 20:31:31 GMT+0000 (Coordinated Universal Time),"53.34991520800","6.46221995300",0.405
Sat Mar 30 2019 20:31:26 GMT+0000 (Coordinated Universal Time),"53.34952928600","6.46298977300",0.178
Sat Mar 30 2019 20:31:24 GMT+0000 (Coordinated Universal Time),"53.34950433400","6.46299198900",0.31
Sat Mar 30 2019 20:31:23 GMT+0000 (Coordinated Universal Time),"53.34948410700","6.46299990000",0.13
Sat Mar 30 2019 20:31:22 GMT+0000 (Coordinated Universal Time),"53.34946401700","6.46300493700",0.295
Sat Mar 30 2019 20:31:21 GMT+0000 (Coordinated Universal Time),"53.34944651700","6.46300950100",0.137
Sat Mar 30 2019 20:31:20 GMT+0000 (Coordinated Universal Time),"53.34942832700","6.46301376400",0.291
Sat Mar 30 2019 20:31:19 GMT+0000 (Coordinated Universal Time),"53.34940195500","6.46301947300",0.356
Sat Mar 30 2019 20:31:18 GMT+0000 (Coordinated Universal Time),"53.34937158600","6.46302685900",0.06
Sat Mar 30 2019 20:31:17 GMT+0000 (Coordinated Universal Time),"53.34934760100","6.46302308800",0.057
Sat Mar 30 2019 20:31:16 GMT+0000 (Coordinated Universal Time),"53.34931945300","6.46302486100",0.233
Sat Mar 30 2019 20:31:15 GMT+0000 (Coordinated Universal Time),"53.34929745100","6.46302725000",0.054
Sat Mar 30 2019 20:31:14 GMT+0000 (Coordinated Universal Time),"53.34926871900","6.46302858000",0.104
Sat Mar 30 2019 20:31:13 GMT+0000 (Coordinated Universal Time),"53.34923779800","6.46302216200",0.054
Sat Mar 30 2019 20:31:11 GMT+0000 (Coordinated Universal Time),"53.34923153700","6.46300416400",0.246
Sat Mar 30 2019 20:31:09 GMT+0000 (Coordinated Universal Time),"53.34923039300","6.46296890500",0.157
Sat Mar 30 2019 20:31:07 GMT+0000 (Coordinated Universal Time),"53.34916577500","6.46290315900",0.454
Sat Mar 30 2019 20:31:06 GMT+0000 (Coordinated Universal Time),"53.34915174800","6.46286717100",0.312
Sat Mar 30 2019 20:31:05 GMT+0000 (Coordinated Universal Time),"53.34913514300","6.46281451700",0.167
Sat Mar 30 2019 20:31:04 GMT+0000 (Coordinated Universal Time),"53.34916603400","6.46280010100",0.102
Sat Mar 30 2019 20:31:03 GMT+0000 (Coordinated Universal Time),"53.34919884000","6.46281844900",0.327
Sat Mar 30 2019 20:31:01 GMT+0000 (Coordinated Universal Time),"53.34920285400","6.46297731700",0.113
Sat Mar 30 2019 20:31:00 GMT+0000 (Coordinated Universal Time),"53.34813177800","6.46346735800",0.603
Sat Mar 30 2019 20:30:59 GMT+0000 (Coordinated Universal Time),"53.34883437800","6.46344986500",0.022
Sat Mar 30 2019 20:30:50 GMT+0000 (Coordinated Universal Time),"53.34977485900","6.46281851700",0.088
Sat Mar 30 2019 20:30:48 GMT+0000 (Coordinated Universal Time),"53.34978436000","6.46283224600",0.296
Sat Mar 30 2019 20:30:45 GMT+0000 (Coordinated Universal Time),"53.34979984200","6.46283451200",0.206
Sat Mar 30 2019 20:30:43 GMT+0000 (Coordinated Universal Time),"53.34981292600","6.46283990200",0.09
Sat Mar 30 2019 20:30:40 GMT+0000 (Coordinated Universal Time),"53.34982336300","6.46285458300",0.147
Sat Mar 30 2019 20:30:36 GMT+0000 (Coordinated Universal Time),"53.34983520300","6.46285805200",0.09
Sat Mar 30 2019 20:30:30 GMT+0000 (Coordinated Universal Time),"53.34984420900","6.46287132200",0.148
Sat Mar 30 2019 20:30:13 GMT+0000 (Coordinated Universal Time),"53.34983259000","6.46286553200",0.08
Sat Mar 30 2019 20:30:07 GMT+0000 (Coordinated Universal Time),"53.34982047500","6.46285250900",0.107
Sat Mar 30 2019 20:30:04 GMT+0000 (Coordinated Universal Time),"53.34980880300","6.46285394200",0.134
Sat Mar 30 2019 20:30:02 GMT+0000 (Coordinated Universal Time),"53.34979984300","6.46286714900",0.094
Sat Mar 30 2019 20:29:59 GMT+0000 (Coordinated Universal Time),"53.34978684900","6.46287664900",0.129
Sat Mar 30 2019 20:29:56 GMT+0000 (Coordinated Universal Time),"53.34977189600","6.46286854000",0.016
Sat Mar 30 2019 20:29:54 GMT+0000 (Coordinated Universal Time),"53.34975794800","6.46286418800",0.23
Sat Mar 30 2019 20:29:52 GMT+0000 (Coordinated Universal Time),"53.34975117500","6.46284464500",0.478
Sat Mar 30 2019 20:29:50 GMT+0000 (Coordinated Universal Time),"53.34974401900","6.46281270500",0.119
Sat Mar 30 2019 20:29:49 GMT+0000 (Coordinated Universal Time),"53.34973551900","6.46279926900",0.076
Sat Mar 30 2019 20:29:48 GMT+0000 (Coordinated Universal Time),"53.34972378500","6.46276735700",0.138
Sat Mar 30 2019 20:29:47 GMT+0000 (Coordinated Universal Time),"53.34971059600","6.46274923600",0.153
Sat Mar 30 2019 20:29:46 GMT+0000 (Coordinated Universal Time),"53.34968411600","6.46271971800",0.407
Sat Mar 30 2019 20:29:45 GMT+0000 (Coordinated Universal Time),"53.34962331200","6.46263832600",0.181
Sat Mar 30 2019 20:29:44 GMT+0000 (Coordinated Universal Time),"53.34947733400","6.46246150200",0.216
Sat Mar 30 2019 20:29:43 GMT+0000 (Coordinated Universal Time),"53.34941423700","6.46243037000",0.243
Sat Mar 30 2019 20:29:39 GMT+0000 (Coordinated Universal Time),"53.34977673400","6.46285057800",0.086
Sat Mar 30 2019 20:29:30 GMT+0000 (Coordinated Universal Time),"53.34977453000","6.46287223900",0.161
Sat Mar 30 2019 20:29:27 GMT+0000 (Coordinated Universal Time),"53.34978257900","6.46285493900",0.074
Sat Mar 30 2019 20:29:23 GMT+0000 (Coordinated Universal Time),"53.34979044200","6.46283467500",0.078
Sat Mar 30 2019 20:29:18 GMT+0000 (Coordinated Universal Time),"53.34977666100","6.46282761600",0.061
Sat Mar 30 2019 20:29:14 GMT+0000 (Coordinated Universal Time),"53.34976450200","6.46283411300",0.039
Sat Mar 30 2019 20:29:11 GMT+0000 (Coordinated Universal Time),"53.34975082400","6.46283273000",0.013
Sat Mar 30 2019 20:29:04 GMT+0000 (Coordinated Universal Time),"53.34973907600","6.46283273400",0.109
Sat Mar 30 2019 20:29:00 GMT+0000 (Coordinated Universal Time),"53.34972625200","6.46283095600",0.037
Sat Mar 30 2019 20:28:53 GMT+0000 (Coordinated Universal Time),"53.34971720800","6.46281709000",0.011
Sat Mar 30 2019 20:28:49 GMT+0000 (Coordinated Universal Time),"53.34971286000","6.46279885000",0.252
Sat Mar 30 2019 20:28:46 GMT+0000 (Coordinated Universal Time),"53.34970807300","6.46277905400",0.046
Sat Mar 30 2019 20:28:44 GMT+0000 (Coordinated Universal Time),"53.34969882300","6.46276388700",0.271
Sat Mar 30 2019 20:28:42 GMT+0000 (Coordinated Universal Time),"53.34969290500","6.46274505700",0.282
Sat Mar 30 2019 20:28:40 GMT+0000 (Coordinated Universal Time),"53.34967977600","6.46271753500",0.135
Sat Mar 30 2019 20:28:39 GMT+0000 (Coordinated Universal Time),"53.34966695100","6.46269480800",0.5
Sat Mar 30 2019 20:28:38 GMT+0000 (Coordinated Universal Time),"53.34965473400","6.46266884900",0.132
Sat Mar 30 2019 20:28:37 GMT+0000 (Coordinated Universal Time),"53.34964989000","6.46264860800",0.118
Sat Mar 30 2019 20:28:36 GMT+0000 (Coordinated Universal Time),"53.34964315000","6.46262505200",0.019
Sat Mar 30 2019 20:28:35 GMT+0000 (Coordinated Universal Time),"53.34962451500","6.46259792900",0.084
Sat Mar 30 2019 20:28:34 GMT+0000 (Coordinated Universal Time),"53.34960153200","6.46255002500",0.349
Sat Mar 30 2019 20:28:33 GMT+0000 (Coordinated Universal Time),"53.34956946000","6.46242567500",0.143
Sat Mar 30 2019 20:28:32 GMT+0000 (Coordinated Universal Time),"53.34953240000","6.46205088300",0.131
Sat Mar 30 2019 20:28:28 GMT+0000 (Coordinated Universal Time),"53.34967660700","6.46307504600",0.357
Sat Mar 30 2019 20:28:23 GMT+0000 (Coordinated Universal Time),"53.34968664500","6.46309446900",0.161
Sat Mar 30 2019 20:28:20 GMT+0000 (Coordinated Universal Time),"53.34970194700","6.46310097300",0.349
Sat Mar 30 2019 20:28:18 GMT+0000 (Coordinated Universal Time),"53.34971689300","6.46310789400",0.225
Sat Mar 30 2019 20:28:16 GMT+0000 (Coordinated Universal Time),"53.34972991400","6.46311577100",0.392
Sat Mar 30 2019 20:28:15 GMT+0000 (Coordinated Universal Time),"53.34974130800","6.46312404200",0.225
Sat Mar 30 2019 20:28:12 GMT+0000 (Coordinated Universal Time),"53.34975310000","6.46313465200",0.226
Sat Mar 30 2019 20:28:09 GMT+0000 (Coordinated Universal Time),"53.34976410800","6.46314084600",0.163
Sat Mar 30 2019 20:28:06 GMT+0000 (Coordinated Universal Time),"53.34977539900","6.46314793800",0.111
Sat Mar 30 2019 20:28:01 GMT+0000 (Coordinated Universal Time),"53.34978743200","6.46316598200",0.116
Sat Mar 30 2019 20:27:58 GMT+0000 (Coordinated Universal Time),"53.34979774700","6.46318258100",0.127
Sat Mar 30 2019 20:27:54 GMT+0000 (Coordinated Universal Time),"53.34980645000","6.46319869600",0.228
Sat Mar 30 2019 20:27:52 GMT+0000 (Coordinated Universal Time),"53.34981922100","6.46321503800",0.037
Sat Mar 30 2019 20:27:49 GMT+0000 (Coordinated Universal Time),"53.34983316100","6.46324016300",0.18
Sat Mar 30 2019 20:27:42 GMT+0000 (Coordinated Universal Time),"53.34981857100","6.46324337200",0.268
Sat Mar 30 2019 20:27:40 GMT+0000 (Coordinated Universal Time),"53.34980347300","6.46323284600",0.077
Sat Mar 30 2019 20:27:38 GMT+0000 (Coordinated Universal Time),"53.34978588600","6.46321860900",0.272
Sat Mar 30 2019 20:27:37 GMT+0000 (Coordinated Universal Time),"53.34977314700","6.46320807200",0.207
Sat Mar 30 2019 20:27:36 GMT+0000 (Coordinated Universal Time),"53.34975869300","6.46319451200",0.075
Sat Mar 30 2019 20:27:34 GMT+0000 (Coordinated Universal Time),"53.34973758600","6.46318555300",0.211
Sat Mar 30 2019 20:27:32 GMT+0000 (Coordinated Universal Time),"53.34971349400","6.46317548800",0.281
Sat Mar 30 2019 20:27:31 GMT+0000 (Coordinated Universal Time),"53.34969991700","6.46317618200",0.152
Sat Mar 30 2019 20:27:30 GMT+0000 (Coordinated Universal Time),"53.34968567800","6.46317379600",0.221
Sat Mar 30 2019 20:27:29 GMT+0000 (Coordinated Universal Time),"53.34966074400","6.46317096900",0.274
Sat Mar 30 2019 20:27:28 GMT+0000 (Coordinated Universal Time),"53.34962816700","6.46316070900",0.254
Sat Mar 30 2019 20:27:27 GMT+0000 (Coordinated Universal Time),"53.34959408200","6.46314622600",0.122
Sat Mar 30 2019 20:27:26 GMT+0000 (Coordinated Universal Time),"53.34955521200","6.46312531900",0.196
Sat Mar 30 2019 20:27:25 GMT+0000 (Coordinated Universal Time),"53.34946638200","6.46306554600",0.102
Sat Mar 30 2019 20:27:24 GMT+0000 (Coordinated Universal Time),"53.34941730700","6.46306275100",0.096
Sat Mar 30 2019 20:27:23 GMT+0000 (Coordinated Universal Time),"53.34931243600","6.46305570100",0.179
Sat Mar 30 2019 20:27:22 GMT+0000 (Coordinated Universal Time),"53.34927302600","6.46307922100",0.504
Sat Mar 30 2019 20:27:21 GMT+0000 (Coordinated Universal Time),"53.34919080800","6.46313305900",0.494
Sat Mar 30 2019 20:27:17 GMT+0000 (Coordinated Universal Time),"53.34991483000","6.46290226500",0.184
Sat Mar 30 2019 20:27:15 GMT+0000 (Coordinated Universal Time),"53.34993031300","6.46288599300",0.123
Sat Mar 30 2019 20:27:13 GMT+0000 (Coordinated Universal Time),"53.34994482500","6.46286412600",0.65
Sat Mar 30 2019 20:27:12 GMT+0000 (Coordinated Universal Time),"53.34995972700","6.46285261800",0.167
Sat Mar 30 2019 20:27:10 GMT+0000 (Coordinated Universal Time),"53.34997499400","6.46283449600",0.087
Sat Mar 30 2019 20:27:05 GMT+0000 (Coordinated Universal Time),"53.34998696500","6.46282595100",0.611
Sat Mar 30 2019 20:27:02 GMT+0000 (Coordinated Universal Time),"53.35000031500","6.46283750600",0.149
Sat Mar 30 2019 20:26:59 GMT+0000 (Coordinated Universal Time),"53.35000454000","6.46286910300",0.127
Sat Mar 30 2019 20:26:57 GMT+0000 (Coordinated Universal Time),"53.35000988200","6.46290065600",0.213
Sat Mar 30 2019 20:26:56 GMT+0000 (Coordinated Universal Time),"53.35001428800","6.46292145000",0.295
Sat Mar 30 2019 20:26:55 GMT+0000 (Coordinated Universal Time),"53.35001464900","6.46294500200",0.314
Sat Mar 30 2019 20:26:54 GMT+0000 (Coordinated Universal Time),"53.35002987100","6.46297054000",0.265
Sat Mar 30 2019 20:26:53 GMT+0000 (Coordinated Universal Time),"53.35004934900","6.46302006800",0.135
Sat Mar 30 2019 20:26:52 GMT+0000 (Coordinated Universal Time),"53.35005275900","6.46315802700",0.319
Sat Mar 30 2019 20:26:51 GMT+0000 (Coordinated Universal Time),"53.34997508900","6.46333639900",0.376
Sat Mar 30 2019 20:26:50 GMT+0000 (Coordinated Universal Time),"53.34837781800","6.46304044400",3.94
Sat Mar 30 2019 20:26:41 GMT+0000 (Coordinated Universal Time),"53.35001343000","6.46294477000",0.111
Sat Mar 30 2019 20:26:33 GMT+0000 (Coordinated Universal Time),"53.35002702900","6.46294515600",0.219
Sat Mar 30 2019 20:26:30 GMT+0000 (Coordinated Universal Time),"53.35004458900","6.46294704600",0.215
Sat Mar 30 2019 20:26:28 GMT+0000 (Coordinated Universal Time),"53.35006328200","6.46294058600",0.048
Sat Mar 30 2019 20:26:26 GMT+0000 (Coordinated Universal Time),"53.35007575500","6.46292960100",0.096
Sat Mar 30 2019 20:26:24 GMT+0000 (Coordinated Universal Time),"53.35009382100","6.46292896900",0.186
Sat Mar 30 2019 20:26:22 GMT+0000 (Coordinated Universal Time),"53.35010838500","6.46291611200",0.185
Sat Mar 30 2019 20:26:20 GMT+0000 (Coordinated Universal Time),"53.35012200600","6.46290430300",0.233
Sat Mar 30 2019 20:26:17 GMT+0000 (Coordinated Universal Time),"53.35013519100","6.46290531700",0.032
Sat Mar 30 2019 20:26:14 GMT+0000 (Coordinated Universal Time),"53.35010670900","6.46289899900",0.09
